1	6	0	NO_FILE
2	7	0	NO_FILE
3	8	0	NO_FILE
4	9	0	NO_FILE
5	10	0	NO_FILE
6	11	0	NO_FILE
7	12	0	NO_FILE
8	13	0	NO_FILE
9	14	0	NO_FILE
10	15	0	NO_FILE
11	16	0	NO_FILE
12	17	0	NO_FILE
13	18	0	NO_FILE
14	19	0	NO_FILE
15	20	0	NO_FILE
16	21	0	NO_FILE
17	22	0	NO_FILE
18	23	0	NO_FILE
19	24	0	NO_FILE
20	25	0	NO_FILE
21	26	0	NO_FILE
22	27	0	NO_FILE
23	28	0	NO_FILE
24	29	0	NO_FILE
25	30	0	NO_FILE
26	31	0	NO_FILE
27	32	0	NO_FILE
28	33	0	NO_FILE
29	34	0	NO_FILE
30	35	0	NO_FILE
31	36	0	NO_FILE
32	37	0	NO_FILE
33	38	0	NO_FILE
34	39	0	NO_FILE
35	40	0	NO_FILE
36	41	0	NO_FILE
37	42	0	NO_FILE
38	43	0	NO_FILE
39	44	0	NO_FILE
40	45	0	NO_FILE
41	46	0	NO_FILE
42	47	0	NO_FILE
43	48	0	NO_FILE
44	49	0	NO_FILE
45	50	0	NO_FILE
46	51	0	NO_FILE
47	52	0	NO_FILE
48	53	0	NO_FILE
49	54	0	NO_FILE
50	55	0	NO_FILE
51	56	0	NO_FILE
52	57	0	NO_FILE
53	58	0	NO_FILE
54	59	0	NO_FILE
55	60	0	NO_FILE
56	61	0	NO_FILE
57	62	0	NO_FILE
58	63	0	NO_FILE
59	64	0	NO_FILE
60	65	0	NO_FILE
61	66	0	NO_FILE
62	67	0	NO_FILE
63	68	0	NO_FILE
64	69	0	NO_FILE
